"182","2017-06-16 20:28:40.803000","15.80","Nairobi Securities Exchange Ltd Ord 4.00"
"183","2017-06-16 20:28:40.920000","11.10","A.Baumann CO Ltd Ord 5.00"
"184","2017-06-16 20:28:41.063000","90.00","B.O.C Kenya Ltd Ord 5.00"
"185","2017-06-16 20:28:41.219000","795.00","British American Tobacco Kenya Ltd Ord 10.00"
"186","2017-06-16 20:28:41.349000","12.85","Carbacid Investments Ltd Ord 5.00"
"187","2017-06-16 20:28:41.460000","256.00","East African Breweries Ltd Ord 2.00"
"188","2017-06-16 20:28:41.569000","2.45","Eveready East Africa Ltd Ord.1.00"
"189","2017-06-16 20:28:41.721000","5.35","Flame Tree Group Holdings Ltd Ord 0.825"
"190","2017-06-16 20:28:41.853000","97.00","Kenya Orchards Ltd Ord 5.00"
"191","2017-06-16 20:28:42.010000","1.15","Mumias Sugar Co. Ltd Ord 2.00"
"192","2017-06-16 20:28:42.129000","32.00","Unga Group Ltd Ord 5.00"
"193","2017-06-16 20:28:42.245000","23.50","Safaricom Ltd Ord 0.05"
"194","2017-06-16 20:28:42.350000","12.20","Stanlib Fahari I-REIT"
"195","2017-06-16 20:28:42.474000","1,246.00","New Gold Issuer (RP) Ltd"
